repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8808724832214766,0.832234866893997,0.7219619522596155,0.7565103643086342,0.9000282682341035,"[0.8885147774036662, 0.9064207650273224, 0.8996666666666667, 0.88925, 0.8961466517022072, 0.9029032258064515, 0.8815438034188035, 0.9097500000000001, 0.9107519836936739, 0.915334808622244]"
10,0.8808724832214766,0.832234866893997,0.7219619522596155,0.7565103643086342,0.9000282682341035,"[0.8885147774036662, 0.9064207650273224, 0.8996666666666667, 0.88925, 0.8961466517022072, 0.9029032258064515, 0.8815438034188035, 0.9097500000000001, 0.9107519836936739, 0.915334808622244]"
